-10.000000 0.100000 0.000000 0.000000
-10.000000 0.116591 0.000000 0.000000
-10.000000 0.135936 0.000000 0.000000
-10.000000 0.158489 0.000000 0.000000
-10.000000 0.184785 0.000000 0.000000
-10.000000 0.215443 0.000000 0.000000
-10.000000 0.251189 0.000000 0.000000
-10.000000 0.292864 0.000000 0.000000
-10.000000 0.341455 0.000000 0.000000
-10.000000 0.398107 0.000000 0.000000
-10.000000 0.464159 0.000000 0.000000
-10.000000 0.541170 0.000000 0.000000
-10.000000 0.630957 0.000000 0.000000
-10.000000 0.735642 0.000000 0.000000
-10.000000 0.857696 0.000000 0.000000
-10.000000 1.000000 0.000000 0.000000
-10.000000 1.165914 0.000000 0.000000
-10.000000 1.359356 0.000000 0.000000
-10.000000 1.584893 0.000000 0.000000
-10.000000 1.847850 0.000000 0.000000
-10.000000 2.154435 0.000000 0.000000
-10.000000 2.511886 0.000000 0.000000
-10.000000 2.928645 0.000002 0.000002
-10.000000 3.414549 0.000035 0.000035
-10.000000 3.981072 0.000285 0.000286
-10.000000 4.641589 0.001448 0.001452
-10.000000 5.411695 0.005089 0.005101
-10.000000 6.309574 0.013423 0.013459
-10.000000 7.356422 0.028396 0.028472
-10.000000 8.576959 0.050736 0.050857

-9.666667 0.100000 0.000000 0.000000
-9.666667 0.116591 0.000000 0.000000
-9.666667 0.135936 0.000000 0.000000
-9.666667 0.158489 0.000000 0.000000
-9.666667 0.184785 0.000000 0.000000
-9.666667 0.215443 0.000000 0.000000
-9.666667 0.251189 0.000000 0.000000
-9.666667 0.292864 0.000000 0.000000
-9.666667 0.341455 0.000000 0.000000
-9.666667 0.398107 0.000000 0.000000
-9.666667 0.464159 0.000000 0.000000
-9.666667 0.541170 0.000000 0.000000
-9.666667 0.630957 0.000000 0.000000
-9.666667 0.735642 0.000000 0.000000
-9.666667 0.857696 0.000000 0.000000
-9.666667 1.000000 0.000000 0.000000
-9.666667 1.165914 0.000000 0.000000
-9.666667 1.359356 0.000000 0.000000
-9.666667 1.584893 0.000000 0.000000
-9.666667 1.847850 0.000000 0.000000
-9.666667 2.154435 0.000000 0.000000
-9.666667 2.511886 0.000000 0.000000
-9.666667 2.928645 0.000005 0.000005
